,POS_1,POS_2,POS_3,POS_4,POS_5,POS_6,POS_7,POS_8,POS_9,POS_10,POS_11,POS_12,POS_13,POS_14,VEL_1,VEL_2,VEL_3,VEL_4,VEL_5,VEL_6,VEL_7,VEL_8,VEL_9,VEL_10,VEL_11,VEL_12,VEL_13,VEL_14,qw,qx,qy,qz,angular_vel_r,angular_vel_p,angular_vel_y,linear_acc_x,linear_acc_y,linear_acc_z,Motion_vec_1,Motion_vec_2,Motion_vec_3,Motion_vec_4,Motion_vec_5,Motion_vec_6,Motion_vec_7,Motion_vec_8,Motion_vec_9,Motion_vec_10,Motion_vec_11,Motion_vec_12,Motion_vec_13,Motion_vec_14,head_roll,head_pitch,head_yaw,com_roll,com_pitch,com_yaw
907,1.324588186102007,1.3097078883883786,0.997796045426772,0.21634091585711762,-0.884505815601103,-1.3121628649928208,-1.1676172103887041,-0.2022730637747532,1.0488397250323516,1.3097631307236273,1.080545572524546,-0.008385602603306688,-1.088451143692504,-1.3096896803716742,0.035189958545576216,-0.00445890463380532,-1.5641643427771914,-2.3239749932851357,-1.9018314663377414,0.06987418182831634,1.2481324159233138,2.5133713227967758,1.6363027186097923,0.10548077884927358,-1.097499293374753,-2.664662034923815,-1.585439327970542,8.65689500495582e-05,0.46452745240651544,-0.0721029297545741,-0.42602885873919205,-0.7729908311247303,0.4603343082504007,0.9969626767645089,1.6915564736554116,8.241460155304951,5.219271308615972,4.831144741377018,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.1771221347082141,-1.0465475004141962,-1.8988657823575228,43.52230773010553,-17.639123917322696,-43.00871222362382
908,1.310335055790432,1.3096094802909528,0.8638752739417789,-0.02853065787680052,-1.0612618801653517,-1.3092002544224977,-1.0042311756536024,0.055736504751249596,1.1845786033597923,1.3105149710197292,0.9687815853164604,-0.30008361906921155,-1.236756693729785,-1.3096869001366833,-0.027077215892610477,-0.0031689676313247962,-1.2909197185274635,-2.455893216393215,-1.7281296670699904,-0.003541299075105534,1.8725793134397903,2.567628819297179,1.3062305536809562,0.04861563310703709,-1.4311246123702157,-3.0163251015048513,-1.4779532380576166,9.980873492380134e-05,0.5366091169374644,-0.02854761100927872,-0.4104382009118354,-0.7367334475626267,0.4339787147589397,0.8327842526035845,1.4751384004890409,6.16732918502373,4.786385792146158,6.380650873938248,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.06795847019268285,-0.9770608207299543,-1.7538167386358203,43.89418746415183,-18.661756532531392,-43.296690798932126
909,1.309708348270203,1.3094812778865406,0.7340209445669832,-0.28362560165188966,-1.2082724920314996,-1.3095710709570934,-0.8035492461823952,0.30006893175899385,1.309310076053628,1.309785013771318,0.8044817281150366,-0.6083696094984299,-1.31433406218292,-1.3096863919749615,-0.00014961533116014124,0.004601921934513695,-1.3934218456559946,-2.506696150230776,-1.365590918474889,0.004111027121739878,2.186729696807388,2.1832896153506756,1.1468715787390098,0.00433358720183717,-1.9147022093859478,-3.0726141622254652,0.15896528058387185,8.406515631670679e-05,0.5982454614761367,-0.002467267636970001,-0.40055066487169566,-0.694014009429532,0.4500209101229456,1.1132052245618123,1.1678886985189036,7.645249276740203,9.80557708869178,9.894171279901942,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.005723836919069488,-0.9292411772425473,-1.6100494936182292,42.93301715673708,-18.824388355427054,-43.81244217137013
910,1.3097232807361798,1.3094559600259723,0.6158298836152717,-0.5503528001239973,-1.2652282623554345,-1.3096836462417827,-0.553000689689795,0.5085070945229748,1.3097600729783965,1.3092992062956423,0.6011473471716089,-0.8256664239097651,-1.3098428713278372,-1.3096868761886713,-0.0002791281877130834,0.0004182028273673989,-1.061174778073415,-2.898107358586355,-0.055904626448353256,0.0016935294222560158,2.489942129250083,1.9016512590947725,-0.018909378934457863,-0.020883791818645723,-2.3404760347905764,-1.6999874632802543,0.0051258972332480605,-4.213773472628275e-05,0.6396832323365063,0.02049223968776264,-0.39417130539648676,-0.6595562238218424,0.3980238464929998,0.43005096206924187,0.8658430486874613,6.124926524314267,7.767494499059427,9.588631994192184,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.04674695112521078,-0.8991846195969367,-1.504581394182128,41.19615909554881,-18.339330084185836,-45.392188168440114
911,1.3097189379124312,1.3094069808324496,0.5133006552711156,-0.8379539663235089,-1.252760983169786,-1.3095436173596327,-0.31620143164611275,0.6759805204636482,1.3099316790146556,1.3096415468789926,0.34155816745298784,-0.9824789002129541,-1.3097748735306907,-1.3096891894947955,6.288916050052108e-05,-0.0007745753856573841,-1.0650593066203438,-2.6871728291245973,0.12333953554756852,0.0013690347117371732,2.339517992534067,1.4344300003513302,-0.012199422308297809,-0.014042114111175862,-2.8480740349876106,-1.4963994338005004,-0.00018411407419869166,-2.068264448649808e-07,0.6722110640640135,0.0410295085270082,-0.39913846724829705,-0.6222036232156151,0.5956492270312884,0.48917485252065523,0.8719199690063976,6.08435725169156,7.482116128795047,8.710681264346615,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.09239404518661626,-0.8988169466953396,-1.4011357128691353,39.865683802540644,-17.42229199583239,-47.66013524731981
912,1.3097020266951214,1.2214257451665698,0.3622941862899726,-1.0407721938276575,-1.3122028936365309,-1.2395213068011044,-0.09137549699459441,0.8777459624687027,1.3090538189075231,1.2154927680971654,0.0773211442867584,-1.1254829322219844,-1.3097818838877437,-1.2115176971074308,-0.0009534402217893552,-1.4363176207385584,-2.046544968954061,-1.5606028501323574,-0.5286505516806626,1.0806734465059464,2.319536907378121,2.2195735200048774,-0.06446519014512128,-1.425573942077751,-2.6283909524538664,-1.4209436901172354,0.00024836333448981294,1.6640749126823144,0.7125149866570388,0.07008838044989553,-0.4007264572908497,-0.5716890056159516,1.137413631398116,0.6678031925137471,0.9175496163271557,7.448958574523222,10.131461160280038,10.013358584664832,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.155372672272059,-0.8883347014117979,-1.2673263091676836,39.07349483485112,-17.1441160777388,-48.96931203737335
913,1.309711908049882,1.0632080560082182,0.10002035102725912,-1.1595522140833188,-1.3095386623665242,-1.1429990700959998,0.1360784130906778,1.1034973984665697,1.3084667684726772,1.0641485585132864,-0.19107987171602803,-1.2627152924621245,-1.3097869299831162,-1.011888041064148,0.0011246365352795868,-1.8258726023201994,-2.6098687448525557,-1.2200053195914071,0.031432869929294796,1.2887343528921504,2.2359073379222343,2.2902845335187854,0.2181411397514117,-1.854064672134856,-2.438371762917984,-1.3424153965428747,0.0011252582362150847,2.1970728201155034,0.7562940138340172,0.08641389239015936,-0.4178638647281925,-0.49592519032131516,1.2777900750465352,0.38782968895230874,1.2432060778059153,5.678988099050671,5.554476643799372,6.989155485062634,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.1883964950358991,-0.9110119373110366,-1.0811984632599034,37.888959186326225,-17.701257965471555,-49.608453717321666
914,1.3097020806255875,0.8695724625101225,-0.16936310793859205,-1.2685856108569284,-1.3093533469349683,-0.99612911474747,0.3769637427638156,1.3090815203966908,1.309706114705698,0.8655889905676383,-0.42466335599987437,-1.311410991069506,-1.3097798973708494,-0.7836892626740073,0.0001154048884364269,-2.0458517666517197,-2.701329514858007,-0.9760363801455038,0.001912457019466924,1.5880904575294867,2.4819270565439924,1.8290063338629619,0.05021806993413114,-2.209281993071331,-2.2603079582652894,0.07207002583181489,0.001601633849135146,2.3354073102742414,0.7895847153612672,0.12068165123967035,-0.4317826689861006,-0.41899360745144165,1.383694724504354,0.5101342381472294,1.1891360285661519,7.226017035521767,9.703437967078226,2.1747743505166293,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.2598587577948957,-0.9297395821777557,-0.9022014302746226,37.265397655473066,-19.124319881305325,-49.501684908533925
915,1.3096790824694848,0.6445399338424811,-0.40668084564701507,-1.3115172769185373,-1.3096017130179414,-0.7964053921598209,0.5977473372828472,1.3104245858212638,1.309462262617242,0.6682957139790432,-0.5759917547070367,-1.3094692165111135,-1.3097957149627402,-0.546111902012553,0.0017219968724685832,-2.3878506528357217,-2.2545141390923487,0.09127228058101967,0.0018302836339926484,1.8911667502090341,2.0431271716242896,-0.03449850176341183,-0.04521516575526215,-2.0111102057919914,-1.449787487216556,0.002119682133458353,-0.0008548285397113413,2.3938154759546126,0.8126417723781298,0.17162685638734074,-0.44245334611372444,-0.33821976356431277,1.4230385965396855,0.701612715645671,0.8334967361637327,1.5703410215452758,4.62367320951689,2.0034140367059767,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.36643816327769674,-0.9446761124615175,-0.7221284101656787,39.1580486727128,-20.279256725751864,-48.9965251942811
916,1.3097040182888513,0.41632665988885564,-0.6367160625520379,-1.2991682483391125,-1.309735276198066,-0.5991524780347846,0.7889779566418482,1.30992115857541,1.309440392450618,0.4671960645341599,-0.7324333364320387,-1.3094720569223572,-1.3097969582418134,-0.3061106795240405,0.0008686741927581721,-2.143965372122185,-2.4714779950042587,0.19310756265898918,0.006559481297334155,2.31307369599936,1.4943245484896432,-0.0021880899081210665,0.005063835371194799,-1.9258405819793116,-1.678601467265988,0.0004104491528013627,0.0005862111442353358,2.4006403241269467,0.8236570798856644,0.23132015435080844,-0.44150316891105407,-0.27047172271207176,1.6290251409857224,0.82889942209234,0.46327830894756833,6.685173118324845,7.729647924177081,6.0852035206446615,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.4919102996621719,-0.9388717413333166,-0.5751674623546441,41.05930658981143,-21.8196679665519,-48.62870393299619
