,POS_1,POS_2,POS_3,POS_4,POS_5,POS_6,POS_7,POS_8,POS_9,POS_10,POS_11,POS_12,POS_13,POS_14,VEL_1,VEL_2,VEL_3,VEL_4,VEL_5,VEL_6,VEL_7,VEL_8,VEL_9,VEL_10,VEL_11,VEL_12,VEL_13,VEL_14,qw,qx,qy,qz,angular_vel_r,angular_vel_p,angular_vel_y,linear_acc_x,linear_acc_y,linear_acc_z,Motion_vec_1,Motion_vec_2,Motion_vec_3,Motion_vec_4,Motion_vec_5,Motion_vec_6,Motion_vec_7,Motion_vec_8,Motion_vec_9,Motion_vec_10,Motion_vec_11,Motion_vec_12,Motion_vec_13,Motion_vec_14,head_roll,head_pitch,head_yaw,com_roll,com_pitch,com_yaw,x_disp,y_disp,origin_disp,x_vel,y_vel,reward_forward,reward_healthy,reward_ctrl,reward_side,reward_unhealthy
322,-0.5858627210493538,0.035197350536565336,1.3132670355152545,1.3201159653761698,-1.3117414776506946,-0.828273199915247,-1.0288175880217962,-1.3126322542992093,0.483980554045123,-0.9668909128906601,-0.9752365564938831,1.3136063634429662,1.3016342957465865,1.3098396177602074,0.5518008614434295,0.9067165595755342,-0.07761198854859794,-0.017791775077706906,2.868003694348007e-05,-0.9742370787098495,-0.8393525801076175,0.040943998802286656,-0.9550493817156495,5.719590988729877,-0.1678819171001309,-0.0907574842596558,-0.19152653114613588,0.00015125016793071503,0.5737897701254033,-0.4604926331428615,0.4286923902012795,-0.5243421298199341,4.203216767685598,-0.7734169482922187,-1.3718255994107365,-0.4648221940029474,-13.877488117419148,-1.1029083355769804,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0791693286197126,1.0046451248534298,-1.2288012955665681,-20.63660837901853,7.548417707443858,-103.92235230527834,-0.008362386516248432,0.0023088488751017433,1.0500402963891862,-0.08362386516248432,0.023088488751017433,-5.017431909749059,0.0,-0.0,-1.385309325061046,-0.0
323,-0.552506940672732,0.03437752676535384,1.3039209608511906,1.3096744123476132,-1.3100361836622125,-0.9196369655614928,-1.0516086898869708,-1.3098488192780662,0.4050924839985249,-0.2196986386422553,-0.9555618392520234,1.2697437407657894,1.2619308971152856,1.3088009999809822,0.1355657997318657,-0.4747002011405971,-0.2809451838568661,-0.01317045473799221,-0.015375863920422277,-0.9077794274938029,0.25195488347435563,-0.0016442223077811529,-0.638269988959469,8.317710906059228,0.9658753855879493,-1.2236123876187173,-0.34921009085638477,0.0003857747710512404,0.6498240008870418,-0.34529198008400774,0.2600484766553516,-0.6252015724148926,4.190695154716157,0.027617223087320397,-0.3789537740196781,1.362338881776968,-17.859340723679725,2.8658557760730035,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.7844917794044398,0.5908214031879255,-1.4204369702154251,-12.641309159468573,-18.310544981054534,-103.42337810359359,-0.016763833091261504,0.007186106453759944,1.0311234131060172,-0.16763833091261504,0.07186106453759944,-10.058299854756903,0.0,-0.0,-4.311663872255966,-0.0
324,-0.5488151519189858,0.07374372047067772,1.2601206381084007,1.3092924967074782,-1.3085816715946479,-1.0643067439884222,-0.945539411760356,-1.309590784858486,0.3777616906392473,0.5474655955885332,-0.8501935288588206,1.0872835710600415,1.3156570452247365,1.2627564490582477,-0.03821899581063172,1.1104734734432946,-0.694678490312139,-0.0014690065994426194,0.18129650291770266,-1.929527267076791,1.6201996016174718,-0.00607906094451653,-0.3912459137812109,7.013376923671517,0.8218058624837077,-2.065352534048163,-0.016697188558107562,-0.8835718229766022,0.6631221045612835,-0.19948825895286273,0.12109203765118266,-0.711203365711703,3.7397039756009325,0.9889333200485525,-1.6983052686086215,0.13943870816628356,-8.891934074826054,7.915252972330695,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.4508415712434703,0.273666855414446,-1.6073128541708959,-2.594686950994012,-34.76526856473567,-104.04464776082791,-0.017002986234430084,0.0003575938660007605,0.9965771085832518,-0.17002986234430084,0.003575938660007605,-10.20179174065805,0.0,-0.0,-0.2145563196004563,-0.0
325,-0.5585986973401094,0.1490550101926159,1.1432497900581475,1.3046490952423226,-1.3093767397089844,-1.2719811885087378,-0.7945237354390878,-1.3097222021891133,0.3173886359232802,1.1097208792165947,-0.7749842554183192,0.9186526690550801,1.309415361291679,1.1755405804859973,-0.1258866618454341,0.6618310382917807,-1.3680823285562993,-0.04285029749727776,0.05062111422977823,-2.136111643999334,0.9857571531991345,-0.0033095406938707375,-0.7412314924011818,4.399233298228555,0.6235858907549383,-1.7684881609383807,-0.005734267269639583,-0.8611920174798298,0.6291967622910856,-0.07110060827296714,0.03197916497653701,-0.773326238293408,1.6986005592448166,1.36418948522233,-0.6798783144361386,0.9719994672851099,2.8768255885558287,11.111351065098576,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.1628808143813242,0.07325946375332883,-1.7715742598445108,4.5530768189035955,-42.64120965084452,-105.46315490168081,-0.017146571405233235,-0.004811907412313632,0.9658064602443144,-0.17146571405233235,-0.04811907412313632,-10.287942843139941,0.0,-0.0,-2.887144447388179,-0.0
326,-0.5739407926044703,0.19494886853784868,0.9829074281337957,1.2459115725755756,-1.3099204701066087,-1.3113144548081213,-0.7623452597381581,-1.3100978134013284,0.19554398585587862,1.3100525677805583,-0.730769884109036,0.8076709580312876,1.3108308576071928,1.101854625984762,-0.2076125573129129,0.3012500801697133,-1.725423321283195,-0.7738149552030951,0.001525011992385448,0.05973429030618236,0.17085368391027772,-0.0023276204024759344,-1.429738738893856,0.3509262923674545,0.6083385749259302,-0.3491268799899391,0.005011175587919685,-0.49487092467827537,0.6165383744051393,0.04642393551701063,0.04957017461436513,-0.7843902401774784,0.5805180824179759,1.8845099995905668,-0.09458245393649992,-3.892360940570478,-0.646678147783472,13.090145049210387,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10689702944479296,0.1141416460350221,-1.8061585185886757,9.394471002834162,-41.80423523984179,-106.29291190392968,-0.008934699298017934,-0.008471546727099266,0.9449502937598662,-0.08934699298017934,-0.08471546727099266,-5.36081957881076,0.0,-0.0,-5.08292803625956,-0.0
327,-0.5953068342930474,0.5385158195617439,0.837834420800129,1.1478663327984193,-1.3101501514095781,-1.3105338999156753,-0.7457289672721346,-1.3095941040389432,0.04443446503244148,1.2897222369721753,-0.6533776426709628,0.8419238973902133,1.3112006611398102,1.0896435786918792,-0.21192419298400222,5.698055235826393,-1.329208779794742,-1.1407475357923675,-0.000492561898631997,0.005244963815277332,0.1605278634699404,0.005222689186787328,-1.5902890916197858,-0.3549616656800728,0.9175924613221562,0.6986367094105449,-0.00714652782615028,0.031399148305457855,0.49342093271288295,0.15513074493016196,0.02841279987665101,-0.8553729876149535,2.8222821628496177,1.2033305180322689,-4.595829696264909,-5.715266989066662,-3.03930605403318,7.435280543712111,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3762479596869104,0.06891127859532338,-2.074587738918602,10.66328411292256,-39.51922912047292,-111.13786873258528,-0.0016677877683584086,-0.004699893909056674,0.9279543054098235,-0.016677877683584086,-0.04699893909056674,-1.0006726610150452,0.0,-0.0,-2.8199363454340043,-0.0
328,-0.610976759350336,1.1162624306812683,0.6665396643907652,1.0555673445320581,-1.3097411866636819,-1.3099158925261516,-0.7222166454561572,-1.3095353592072612,-0.1521000025853745,1.2963344119180493,-0.5467983982646697,0.8754035731417076,1.3095466933016473,1.07959213990925,0.19885490447033133,5.098881825725818,-1.104125763370252,-0.8596583944694596,-0.009829011300323357,-0.028352345440122738,0.5242954868530986,-0.024461217804254476,-1.777479009457929,0.27854858480072736,1.1823729872373134,-0.20110968472755753,-0.0059023074374144665,-0.12298584471475027,0.23655643940948962,0.26635692914367237,-0.007699508226599221,-0.9343638235955658,2.9166328775075376,0.582821958242575,-4.039088051889649,-12.404156228715312,8.404967984295391,19.17066696542973,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7302894194096632,-0.021110280144092317,-2.561810636745017,12.346882371968587,-37.03750427126813,-118.79687567588672,-0.002980491316437961,-0.004834716240557535,0.9293854760333286,-0.02980491316437961,-0.04834716240557535,-1.7882947898627766,0.0,-0.0,-2.900829744334521,-0.0
329,-0.5967068724658373,1.1181448492197568,0.6939760314631571,0.9925101091607151,-1.3099333066458954,-1.311293572891379,-0.7043891134899718,-1.3092255205526413,-0.23928335682307056,1.309870807819462,-0.43528670278789233,0.9337341363492048,1.3099316357082407,1.0744740148091976,0.03048805154068656,-3.0715868097607673,0.9063805184439863,-0.1693163455201712,0.021081837807453555,0.004391193836905665,-0.08753522328752676,0.029673664879747114,-0.3097423487208525,-0.01749962285174458,1.203015891342129,1.2872491552392922,-0.000837459435860957,-0.010732561896143621,0.2320119957395426,0.26508198362451796,-0.025101021116653646,-0.9355596798331717,-1.3697727939580433,-0.5923992244668193,2.0515658351512776,-10.654774953479258,2.2492563790842075,20.201111784049584,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.7285233165624012,-0.06898499438916984,-2.571193377515831,11.725626728911662,-34.643582687811204,-120.39385677404734,-0.0008394741651090998,-0.003967086522318253,0.9229704639128151,-0.008394741651090998,-0.03967086522318253,-0.5036844990654599,0.0,-0.0,-2.3802519133909517,-0.0
330,-0.5453412789805371,0.8779977119821277,0.7525485147856837,1.0009381696419462,-1.3097765572420714,-1.3094689216756215,-0.7949549893268724,-1.2108932408263884,-0.31785936407941706,1.2622991424422036,-0.28423798282212526,1.03341244895565,1.3097342070829021,1.0399588159681643,0.8390837850363513,-1.994856894007164,0.10529298828891448,0.204294335785861,0.0025022296929469584,0.0022080498561733684,-1.1751167531273667,1.4775047295344557,-0.9476538758954852,-0.7038394776765025,1.7894953395937239,0.8415296569583978,0.0003397283765496908,-0.5787615530333896,0.336027743916931,0.23896875164669662,-0.023160636696312065,-0.9107375450492522,-0.6549315181766834,-0.20184888053330813,1.6891737021608257,-3.0813186375606443,-0.43482531695643056,7.962676209548627,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6231924417511634,-0.06039925151647264,-2.3750584567342083,11.775927733230075,-33.156312062801376,-118.95482785964002,0.000905869332534226,-0.004317832959421342,0.9138842271533085,0.00905869332534226,-0.043178329594213416,0.5435215995205356,0.0,-0.0,-2.590699775652805,-0.0
331,-0.49855905010384927,0.7334336434891142,0.7510503112198738,0.9738444705181534,-1.3103971816630806,-1.3069242852423604,-0.9183975622211114,-1.052636810908395,-0.3184094726425812,1.2174713430552135,-0.09670691228735015,1.1011535285313219,1.3095533938010218,1.00620220949468,0.2986534333258499,-0.9354011934890051,0.24077244821238458,-0.32603306226672135,-0.004455061911729003,0.08587048248152676,-1.3464412347838168,1.1849489442557792,0.8801587309438533,-0.3862061956071678,1.8222345145788374,0.5539547517916296,9.9405406750743e-05,-0.15703349164055633,0.4060920236716113,0.2550084755936958,-0.024880205313120497,-0.8771778161064335,-0.013291880645034171,0.3194241082428618,1.2507389563642537,-7.975837909093734,0.5368716194057265,16.5727007725704,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.6432878856148566,-0.06276314790039267,-2.21278081568719,14.045130011823655,-35.18891202335605,-116.06454560981318,-0.0010704054048282785,-0.004682014364382647,0.9095594021312262,-0.010704054048282785,-0.04682014364382647,-0.6422432428969671,0.0,-0.0,-2.8092086186295884,-0.0
