85.0,38.16,2.02,11.87,265.47,-1.02,3065.1650583284286
85.0,38.16,2.02,11.87,265.87,-1.02,3303.5324326246805
85.0,38.16,2.02,11.87,266.27000000000004,-1.02,3536.664693462677
85.0,38.16,2.02,11.87,266.67,-1.02,2979.2324567792684
85.0,38.16,2.02,11.87,267.07000000000005,-1.02,2800.5603926452864
85.0,38.16,2.02,11.87,267.47,-1.02,3068.5669267740486
85.0,38.16,2.02,11.87,267.87,-1.02,2995.323265195327
85.0,38.16,2.02,11.87,268.27000000000004,-1.02,2907.532572749334
85.0,38.16,2.02,11.87,268.67,-1.02,3104.4320647891705
85.0,38.16,2.02,11.87,269.07000000000005,-1.02,2590.668889736444
85.0,38.16,2.02,11.87,269.47,-1.02,2772.817241018842
85.0,38.16,2.02,12.27,265.47,-1.02,3123.1043305446187
85.0,38.16,2.02,12.27,265.87,-1.02,2926.039044830173
85.0,38.16,2.02,12.27,266.27000000000004,-1.02,2896.870250371548
85.0,38.16,2.02,12.27,266.67,-1.02,2535.940260901091
85.0,38.16,2.02,12.27,267.07000000000005,-1.02,2778.510897055908
85.0,38.16,2.02,12.27,267.47,-1.02,3356.1813132198404
85.0,38.16,2.02,12.27,267.87,-1.02,3239.851013559131
85.0,38.16,2.02,12.27,268.27000000000004,-1.02,3026.456825135657
85.0,38.16,2.02,12.27,268.67,-1.02,2499.3874378702194
85.0,38.16,2.02,12.27,269.07000000000005,-1.02,2745.405468576628
85.0,38.16,2.02,12.27,269.47,-1.02,2327.708884934641
85.0,38.16,2.02,12.669999999999998,265.47,-1.02,2907.6730062160273
85.0,38.16,2.02,12.669999999999998,265.87,-1.02,2777.2412333419616
85.0,38.16,2.02,12.669999999999998,266.27000000000004,-1.02,3447.765036684729
85.0,38.16,2.02,12.669999999999998,266.67,-1.02,3011.4509432330324
85.0,38.16,2.02,12.669999999999998,267.07000000000005,-1.02,2668.7335518383707
85.0,38.16,2.02,12.669999999999998,267.47,-1.02,2949.8021663216646
85.0,38.16,2.02,12.669999999999998,267.87,-1.02,2855.4178386662948
85.0,38.16,2.02,12.669999999999998,268.27000000000004,-1.02,2787.0408356867374
85.0,38.16,2.02,12.669999999999998,268.67,-1.02,2318.4021504724064
85.0,38.16,2.02,12.669999999999998,269.07000000000005,-1.02,2920.6690540649224
85.0,38.16,2.02,12.669999999999998,269.47,-1.02,2267.512019560015
85.0,38.16,2.02,13.069999999999999,265.47,-1.02,2948.3575832184883
85.0,38.16,2.02,13.069999999999999,265.87,-1.02,3153.7349217298556
85.0,38.16,2.02,13.069999999999999,266.27000000000004,-1.02,3185.0898078552686
85.0,38.16,2.02,13.069999999999999,266.67,-1.02,2521.2266552509395
85.0,38.16,2.02,13.069999999999999,267.07000000000005,-1.02,2805.210134809984
85.0,38.16,2.02,13.069999999999999,267.47,-1.02,2675.5215655493585
85.0,38.16,2.02,13.069999999999999,267.87,-1.02,2747.580632075985
85.0,38.16,2.02,13.069999999999999,268.27000000000004,-1.02,2552.2366322823377
85.0,38.16,2.02,13.069999999999999,268.67,-1.02,2400.511326720195
85.0,38.16,2.02,13.069999999999999,269.07000000000005,-1.02,2246.2213244880804
85.0,38.16,2.02,13.069999999999999,269.47,-1.02,2545.9097481372096
85.0,38.16,2.02,13.469999999999999,265.47,-1.02,2731.9409494994525
85.0,38.16,2.02,13.469999999999999,265.87,-1.02,3655.792003676832
85.0,38.16,2.02,13.469999999999999,266.27000000000004,-1.02,3514.2623178763815
85.0,38.16,2.02,13.469999999999999,266.67,-1.02,2765.005127372721
85.0,38.16,2.02,13.469999999999999,267.07000000000005,-1.02,2684.3014243241805
85.0,38.16,2.02,13.469999999999999,267.47,-1.02,2828.0480589960557
85.0,38.16,2.02,13.469999999999999,267.87,-1.02,3016.149379001473
85.0,38.16,2.02,13.469999999999999,268.27000000000004,-1.02,1938.2927903161103
85.0,38.16,2.02,13.469999999999999,268.67,-1.02,2844.9445647145944
85.0,38.16,2.02,13.469999999999999,269.07000000000005,-1.02,2470.4399639775293
85.0,38.16,2.02,13.469999999999999,269.47,-1.02,2820.2569984972215
85.0,38.16,2.02,13.87,265.47,-1.02,2827.1790991217804
85.0,38.16,2.02,13.87,265.87,-1.02,2708.009288799625
85.0,38.16,2.02,13.87,266.27000000000004,-1.02,2966.4811745717043
85.0,38.16,2.02,13.87,266.67,-1.02,2552.8458125506113
85.0,38.16,2.02,13.87,267.07000000000005,-1.02,2615.506529222552
85.0,38.16,2.02,13.87,267.47,-1.02,3048.305155106857
85.0,38.16,2.02,13.87,267.87,-1.02,2431.036783098036
85.0,38.16,2.02,13.87,268.27000000000004,-1.02,3175.2211745560985
85.0,38.16,2.02,13.87,268.67,-1.02,2360.2934591468165
85.0,38.16,2.02,13.87,269.07000000000005,-1.02,1741.0799729052828
85.0,38.16,2.02,13.87,269.47,-1.02,2086.7602511702444
85.0,38.16,2.02,14.27,265.47,-1.02,2881.4394532680994
85.0,38.16,2.02,14.27,265.87,-1.02,3173.92314832305
85.0,38.16,2.02,14.27,266.27000000000004,-1.02,3543.8774571549534
85.0,38.16,2.02,14.27,266.67,-1.02,2928.299239295523
85.0,38.16,2.02,14.27,267.07000000000005,-1.02,2856.1938942592215
85.0,38.16,2.02,14.27,267.47,-1.02,2865.0477355369094
85.0,38.16,2.02,14.27,267.87,-1.02,2773.166911519145
85.0,38.16,2.02,14.27,268.27000000000004,-1.02,2922.6004434179067
85.0,38.16,2.02,14.27,268.67,-1.02,2462.5439939977814
85.0,38.16,2.02,14.27,269.07000000000005,-1.02,2341.2872138306334
85.0,38.16,2.02,14.27,269.47,-1.02,1650.0520818082955
85.0,38.16,2.02,14.67,265.47,-1.02,2677.2187799344388
85.0,38.16,2.02,14.67,265.87,-1.02,2495.9188252457902
85.0,38.16,2.02,14.67,266.27000000000004,-1.02,3410.3523050705326
85.0,38.16,2.02,14.67,266.67,-1.02,3007.223100714093
85.0,38.16,2.02,14.67,267.07000000000005,-1.02,2623.272677025005
85.0,38.16,2.02,14.67,267.47,-1.02,2520.7905191406167
85.0,38.16,2.02,14.67,267.87,-1.02,2310.685954427797
85.0,38.16,2.02,14.67,268.27000000000004,-1.02,3027.552167649482
85.0,38.16,2.02,14.67,268.67,-1.02,2277.9988566383136
85.0,38.16,2.02,14.67,269.07000000000005,-1.02,2215.66702240502
85.0,38.16,2.02,14.67,269.47,-1.02,1999.8363653518193
85.0,38.16,2.02,15.07,265.47,-1.02,3006.292460264217
85.0,38.16,2.02,15.07,265.87,-1.02,3283.823898807525
85.0,38.16,2.02,15.07,266.27000000000004,-1.02,2926.410037030887
85.0,38.16,2.02,15.07,266.67,-1.02,2407.1564412022976
85.0,38.16,2.02,15.07,267.07000000000005,-1.02,2833.773781241951
85.0,38.16,2.02,15.07,267.47,-1.02,2840.9427556683827
85.0,38.16,2.02,15.07,267.87,-1.02,2380.8272201299137
85.0,38.16,2.02,15.07,268.27000000000004,-1.02,2553.587010446475
85.0,38.16,2.02,15.07,268.67,-1.02,2453.093808032958
85.0,38.16,2.02,15.07,269.07000000000005,-1.02,1842.4027716460523
85.0,38.16,2.02,15.07,269.47,-1.02,2195.2744598936415
85.0,38.16,2.02,15.469999999999999,265.47,-1.02,2782.1735381588483
85.0,38.16,2.02,15.469999999999999,265.87,-1.02,2766.614414498038
85.0,38.16,2.02,15.469999999999999,266.27000000000004,-1.02,2629.903656679014
85.0,38.16,2.02,15.469999999999999,266.67,-1.02,2289.8519059228433
85.0,38.16,2.02,15.469999999999999,267.07000000000005,-1.02,2760.033505894235
85.0,38.16,2.02,15.469999999999999,267.47,-1.02,2208.2492730982563
85.0,38.16,2.02,15.469999999999999,267.87,-1.02,2360.7741607886037
85.0,38.16,2.02,15.469999999999999,268.27000000000004,-1.02,2246.4462067162985
85.0,38.16,2.02,15.469999999999999,268.67,-1.02,1691.78841767197
85.0,38.16,2.02,15.469999999999999,269.07000000000005,-1.02,2640.5932569486267
85.0,38.16,2.02,15.469999999999999,269.47,-1.02,1008.930136005066
85.0,38.16,2.02,15.87,265.47,-1.02,2576.242155824793
85.0,38.16,2.02,15.87,265.87,-1.02,2358.206564661943
85.0,38.16,2.02,15.87,266.27000000000004,-1.02,2834.8821291916015
85.0,38.16,2.02,15.87,266.67,-1.02,2548.4607480947507
85.0,38.16,2.02,15.87,267.07000000000005,-1.02,2192.737628084501
85.0,38.16,2.02,15.87,267.47,-1.02,2456.660689654457
85.0,38.16,2.02,15.87,267.87,-1.02,2155.2033651750985
85.0,38.16,2.02,15.87,268.27000000000004,-1.02,2613.5500997546706
85.0,38.16,2.02,15.87,268.67,-1.02,2213.489793357619
85.0,38.16,2.02,15.87,269.07000000000005,-1.02,2150.6356833122377
85.0,38.16,2.02,15.87,269.47,-1.02,1581.2478867741133
