61.0,67.7,-9.5,76.0,86.2,10,1,1257.3624779511551
61.0,67.7,-9.5,76.0,84.2,10,1,359.33877051994216
61.0,67.7,-9.5,76.0,82.2,10,1,318.3362136658833
61.0,67.7,-9.5,76.0,80.2,10,1,832.3095500251652
61.0,67.7,-9.5,76.0,78.2,10,1,1126.6038606601512
61.0,67.7,-9.5,76.0,76.2,10,1,-1239.2997462551207
61.0,67.7,-9.5,76.0,74.2,10,1,424.13366372128957
61.0,67.7,-9.5,76.0,72.2,10,1,-1248.0913732305182
61.0,67.7,-9.5,76.0,70.2,10,1,-4346.543267963994
61.0,67.7,-9.5,76.0,68.2,10,1,-675.5137169175936
61.0,67.7,-9.5,76.0,66.2,10,1,682.6681174676951
61.0,67.7,-9.5,75.0,86.2,10,1,1004.1140245150112
61.0,67.7,-9.5,75.0,84.2,10,1,602.0343417947249
61.0,67.7,-9.5,75.0,82.2,10,1,313.0522387760033
61.0,67.7,-9.5,75.0,80.2,10,1,623.7219397201628
61.0,67.7,-9.5,75.0,78.2,10,1,1185.5826131796725
61.0,67.7,-9.5,75.0,76.2,10,1,-3276.1501327996425
61.0,67.7,-9.5,75.0,74.2,10,1,-4477.425884040155
61.0,67.7,-9.5,75.0,72.2,10,1,-3076.19760303427
61.0,67.7,-9.5,75.0,70.2,10,1,-16326.108665381375
61.0,67.7,-9.5,75.0,68.2,10,1,-884.0926762713407
61.0,67.7,-9.5,75.0,66.2,10,1,-354.941940530666
61.0,67.7,-9.5,74.0,86.2,10,1,814.6952458022164
61.0,67.7,-9.5,74.0,84.2,10,1,622.9807201487092
61.0,67.7,-9.5,74.0,82.2,10,1,399.43906793793957
61.0,67.7,-9.5,74.0,80.2,10,1,764.6257846025205
61.0,67.7,-9.5,74.0,78.2,10,1,1216.6246467753315
61.0,67.7,-9.5,74.0,76.2,10,1,-914.652652845467
61.0,67.7,-9.5,74.0,74.2,10,1,652.6746196757758
61.0,67.7,-9.5,74.0,72.2,10,1,-1768.3483643202358
61.0,67.7,-9.5,74.0,70.2,10,1,-3715.2119329498983
61.0,67.7,-9.5,74.0,68.2,10,1,-56597.06330377614
61.0,67.7,-9.5,74.0,66.2,10,1,10.885674845653057
61.0,67.7,-9.5,73.0,86.2,10,1,790.4486562869174
61.0,67.7,-9.5,73.0,84.2,10,1,500.7011836957062
61.0,67.7,-9.5,73.0,82.2,10,1,292.5608694949658
61.0,67.7,-9.5,73.0,80.2,10,1,835.4408115103506
61.0,67.7,-9.5,73.0,78.2,10,1,1216.9200213631002
61.0,67.7,-9.5,73.0,76.2,10,1,-272.81828466670345
61.0,67.7,-9.5,73.0,74.2,10,1,-10176.576226262001
61.0,67.7,-9.5,73.0,72.2,10,1,-1849.9797356061379
61.0,67.7,-9.5,73.0,70.2,10,1,98.91129130461883
61.0,67.7,-9.5,73.0,68.2,10,1,-543.1182158581018
61.0,67.7,-9.5,73.0,66.2,10,1,-616.2329803585485
