42.2,47.4,-8,66.9,71.7,1,3,923.1385046399348
42.2,47.4,-8,66.9,69.7,1,3,2055.424307539753
42.2,47.4,-8,66.9,67.7,1,3,462.94889898096153
42.2,47.4,-8,66.9,65.7,1,3,-4086.7991152414766
42.2,47.4,-8,66.9,63.7,1,3,-288.477813806978
42.2,47.4,-8,66.9,61.7,1,3,552.3002427426084
42.2,47.4,-8,66.9,59.7,1,3,941.4206896851659
42.2,47.4,-8,66.9,57.7,1,3,-211.24552914815945
42.2,47.4,-8,66.9,55.7,1,3,-2413.767325194417
42.2,47.4,-8,66.9,53.7,1,3,1649.4622944180023
42.2,47.4,-8,66.9,51.7,1,3,-2949.415083270018
42.2,47.4,-8,65.9,71.7,1,3,2409.6449311160045
42.2,47.4,-8,65.9,69.7,1,3,1065.0855474204222
42.2,47.4,-8,65.9,67.7,1,3,26.395633882757238
42.2,47.4,-8,65.9,65.7,1,3,-6496.976822426157
42.2,47.4,-8,65.9,63.7,1,3,183.04719659174316
42.2,47.4,-8,65.9,61.7,1,3,-3817.0563498819683
42.2,47.4,-8,65.9,59.7,1,3,-1325.2534349933248
42.2,47.4,-8,65.9,57.7,1,3,198.55121327673987
42.2,47.4,-8,65.9,55.7,1,3,-2507.227986884518
42.2,47.4,-8,65.9,53.7,1,3,1539.8232994792738
42.2,47.4,-8,65.9,51.7,1,3,-625.0981131145643
42.2,47.4,-8,64.9,71.7,1,3,2991.0558580533943
42.2,47.4,-8,64.9,69.7,1,3,1881.745968387764
42.2,47.4,-8,64.9,67.7,1,3,-377.1483961787246
42.2,47.4,-8,64.9,65.7,1,3,1668.0783050504788
42.2,47.4,-8,64.9,63.7,1,3,-20329.35617759471
42.2,47.4,-8,64.9,61.7,1,3,1230.640568755211
42.2,47.4,-8,64.9,59.7,1,3,622.4183914728403
42.2,47.4,-8,64.9,57.7,1,3,425.792585696394
42.2,47.4,-8,64.9,55.7,1,3,2092.9295862441127
42.2,47.4,-8,64.9,53.7,1,3,1880.5118402911112
42.2,47.4,-8,64.9,51.7,1,3,1204.6396900913908
42.2,47.4,-8,63.9,71.7,1,3,2625.8250315373257
42.2,47.4,-8,63.9,69.7,1,3,2912.700774910899
42.2,47.4,-8,63.9,67.7,1,3,1178.5337145839005
42.2,47.4,-8,63.9,65.7,1,3,1339.2414233655886
42.2,47.4,-8,63.9,63.7,1,3,-31639.789514608165
42.2,47.4,-8,63.9,61.7,1,3,1617.4478117280587
42.2,47.4,-8,63.9,59.7,1,3,68.96144415085462
42.2,47.4,-8,63.9,57.7,1,3,-13594.955550837672
42.2,47.4,-8,63.9,55.7,1,3,-29117.222925679514
42.2,47.4,-8,63.9,53.7,1,3,776.0437434944066
42.2,47.4,-8,63.9,51.7,1,3,-3357.222237935383
42.2,47.4,-8,62.9,71.7,1,3,2457.2345839322265
42.2,47.4,-8,62.9,69.7,1,3,2658.0476813011055
42.2,47.4,-8,62.9,67.7,1,3,1715.514735560857
42.2,47.4,-8,62.9,65.7,1,3,-10699.9617356327
42.2,47.4,-8,62.9,63.7,1,3,1301.6758652356712
42.2,47.4,-8,62.9,61.7,1,3,1819.9017656784627
42.2,47.4,-8,62.9,59.7,1,3,415.7302895032991
42.2,47.4,-8,62.9,57.7,1,3,-135.36092546752775
42.2,47.4,-8,62.9,55.7,1,3,239.17085517319398
42.2,47.4,-8,62.9,53.7,1,3,263.23548580932584
42.2,47.4,-8,62.9,51.7,1,3,885.0571417589285
42.2,47.4,-8,61.9,71.7,1,3,2305.8426217762863
42.2,47.4,-8,61.9,69.7,1,3,2556.8607320453775
42.2,47.4,-8,61.9,67.7,1,3,1777.8529383629639
42.2,47.4,-8,61.9,65.7,1,3,-38540.12738630787
42.2,47.4,-8,61.9,63.7,1,3,2237.5657028487135
42.2,47.4,-8,61.9,61.7,1,3,-5556.050326300539
42.2,47.4,-8,61.9,59.7,1,3,-290.74184233201134
42.2,47.4,-8,61.9,57.7,1,3,-74.82200893885886
42.2,47.4,-8,61.9,55.7,1,3,-2063.4802464671257
42.2,47.4,-8,61.9,53.7,1,3,297.7148724221039
42.2,47.4,-8,61.9,51.7,1,3,871.4269640246249
42.2,47.4,-8,60.9,71.7,1,3,1072.715167201765
42.2,47.4,-8,60.9,69.7,1,3,2285.106718006088
42.2,47.4,-8,60.9,67.7,1,3,678.483894620749
42.2,47.4,-8,60.9,65.7,1,3,-13497.157496036267
42.2,47.4,-8,60.9,63.7,1,3,633.4669801863843
42.2,47.4,-8,60.9,61.7,1,3,1487.7953540631515
42.2,47.4,-8,60.9,59.7,1,3,-47548.697701722485
42.2,47.4,-8,60.9,57.7,1,3,290.1438698646285
42.2,47.4,-8,60.9,55.7,1,3,-228.5297946803979
42.2,47.4,-8,60.9,53.7,1,3,-66.385912671077
42.2,47.4,-8,60.9,51.7,1,3,916.275083904768
42.2,47.4,-8,59.9,71.7,1,3,2187.711543880032
42.2,47.4,-8,59.9,69.7,1,3,1116.3145298732525
42.2,47.4,-8,59.9,67.7,1,3,-392.0187826030726
42.2,47.4,-8,59.9,65.7,1,3,-15406.474043351936
42.2,47.4,-8,59.9,63.7,1,3,-24529.227868187732
42.2,47.4,-8,59.9,61.7,1,3,-4427.344006683089
42.2,47.4,-8,59.9,59.7,1,3,-1431.8430491246004
42.2,47.4,-8,59.9,57.7,1,3,213.84965256046252
42.2,47.4,-8,59.9,55.7,1,3,-1183.7874438684198
42.2,47.4,-8,59.9,53.7,1,3,-440.1428471700843
42.2,47.4,-8,59.9,51.7,1,3,732.9530773718096
42.2,47.4,-8,58.9,71.7,1,3,2300.9811025893137
42.2,47.4,-8,58.9,69.7,1,3,2245.0673128134385
42.2,47.4,-8,58.9,67.7,1,3,649.1683752380995
42.2,47.4,-8,58.9,65.7,1,3,-5526.098310753637
