Thu Sep  9 00:06:14 2021,1,85.75669287165756,173.11804079698123,-1.1215801520816147,50.80255166278386,80.37202685838538,-3.9703194681338987,1.0,1031.8456883092463
Thu Sep  9 00:06:57 2021,1,44.65691242299387,347.9,1.708697355545945,60.195706899779594,333.62538240811085,-4.5867045720940425,2.0,-134.6556435491059
Thu Sep  9 00:13:37 2021,1,37.106061101788214,268.08194780604083,9.312832710759077,80.4964499022288,211.37702113357722,-1.0095279885966262,2.9704436560706706,939.1917893128159
Thu Sep  9 00:14:28 2021,1,58.19193089078236,41.9932737521407,-6.090475478885059,47.76835225520655,203.9309389277766,-6.957197837832479,2.987325265638641,614.7207052192597
Thu Sep  9 00:15:23 2021,1,52.1101926986552,35.0744888333153,2.9281310105381104,65.30173318240065,242.67509861354776,-7.984451266695051,2.069789271574248,488.44001981656106
Thu Sep  9 00:16:20 2021,1,88.45261570495532,137.0616789073523,8.101106062144126,62.673528607506654,268.29879101144,6.062619904830048,1.969046462411014,2361.180091789133
Thu Sep  9 00:17:02 2021,1,64.806328125,21.0,-7.0,72.37978515625,2.282714843750001,-9.0,1.0,1069.885138366053
Thu Sep  9 00:18:14 2021,1,48.30415095902356,325.11077976230865,2.999085481175483,38.316465679245475,200.0720805184706,-8.006498917726706,1.003438597184175,-62.159486583099344
Thu Sep  9 00:18:39 2021,1,48.40162387174308,214.8399476609373,-6.9429860025560135,17.784316053043547,247.53558469316516,3.0191711983046634,2.0209436206200904,-117.06901640446775
Thu Sep  9 00:19:05 2021,1,30.062634892390854,75.66025769113807,5.101984279715305,71.64236996796605,314.21949934722454,-5.1052093384859845,1.9348083036335813,1525.523346108371
Thu Sep  9 00:19:34 2021,1,55.55571150300186,228.63284885466447,-10.0,69.33530032302954,163.45008392957047,10.0,1.9165554146752468,17.80975478833664
Thu Sep  9 00:28:08 2021,1,61.67778758898228,26.72819002991115,2.958084313596284,10.655349002045257,167.2566512664312,4.092583386295585,2.041660640114608,498.6554962555856
Thu Sep  9 00:28:42 2021,1,1.4258489858751253,57.527328573870236,2.0378223696310154,25.747924335075346,308.93953817789475,6.1039481950398145,1.9707274059771236,56.19650585429692
Thu Sep  9 00:29:11 2021,1,42.66177721303643,359.60007688010614,-6.834738850492377,60.86887233812857,98.60205411764463,6.0577455838148335,2.978308734993395,697.4795842605607
Thu Sep  9 00:29:38 2021,1,37.84357254994135,77.9519547140224,3.0079088031364356,53.606344394393055,93.85466882927562,0.96708340315861,1.020813971868947,164.81504913850878
Thu Sep  9 00:30:06 2021,1,82.02123144716903,50.586241273521715,4.779418413247497,13.632273395321969,26.348181958255413,-7.639911318848822,1.0451032980532706,-88.75907302952905
Thu Sep  9 00:30:37 2021,1,65.24116569242011,267.3193392562362,-5.077888417849397,26.456785994721706,252.99937469933153,-4.045418349739304,2.978039143621388,627.6885075498556
Thu Sep  9 00:31:03 2021,1,3.006176462988206,329.9353629030559,6.985774565160199,30.023385419551207,134.48627359017374,-1.9911782732300194,2.004900241885755,61.5699263476192
Thu Sep  9 00:31:31 2021,1,59.04598534191339,304.90538049178144,-8.107766476253545,62.89733720337796,254.21253656175244,2.027827111759306,3.046400625656222,869.7863853138521
Thu Sep  9 00:40:55 2021,1,39.16215392122478,308.35832177712746,1.9913836221869898,75.95050011336949,194.17343392594907,-4.849180545403902,1.95528376738859,101.70113901378703
Thu Sep  9 00:41:57 2021,1,65.18630369694193,58.51606665571897,-8.14753997392998,14.461301081368088,303.8656504087197,-5.349889182852203,2.85655560274379,-160.37667584474818
Thu Sep  9 00:43:02 2021,1,9.839502213508496,161.803036237657,7.992988644749036,86.9929399374283,263.1397142854636,10.0,2.003156305491002,144.93082133601888
Thu Sep  9 00:43:36 2021,1,11.0,289.2,2.0,15.642656249999998,270.1,-2.0,3.0,-23.70292837278982
Thu Sep  9 00:44:38 2021,1,84.16435575019453,106.74822639011583,-3.057174643345811,80.74310908577593,338.21917332700474,4.06931630677131,1.9705819481243334,1367.8907722682925
Thu Sep  9 00:45:44 2021,1,38.46562488821904,105.28977837237747,-8.028231049655963,33.76972561820189,160.56247773126523,-10.0,2.002976984770401,-100.23644497390909
Thu Sep  9 00:46:42 2021,1,65.35318054132941,18.613128307188223,8.181592514775673,9.560538198700684,176.00656507687455,-8.181577005158825,1.0015307471553139,118.35563576081513
Thu Sep  9 00:47:43 2021,1,88.28950151871268,118.46841034314045,10.0,64.3157034993899,54.24590231827423,6.122704764543284,1.0159977845974217,1043.3671690599308
Thu Sep  9 00:48:45 2021,1,25.524403289629696,34.13852454223533,9.074853110777475,54.8191093584535,329.36301082017974,5.991055086088146,1.0096052833818747,328.697059012
Thu Sep  9 00:49:41 2021,1,23.17072730063432,307.2040340058106,3.0042656352742682e-05,32.918849488609325,75.20004878278735,-2.8895607718251757,3.0669639305547687,131.00396762137655
Thu Sep  9 01:03:43 2021,1,78.0622829555358,133.00033651066337,1.9873529067267612,56.965066901186304,155.58070502117985,3.05060205923882,1.0296603522177084,-78.77719059025719
Thu Sep  9 01:04:11 2021,1,55.492685223187834,342.33817751782425,9.094899015559118,11.54366746095167,115.03385777428961,-9.113430212878006,2.88304880993177,-153.22448569184712
Thu Sep  9 01:04:38 2021,1,49.12145398242208,112.54271162303544,-2.944440544758312,11.756671831558927,73.48123938917888,7.17714366977453,2.0778207485152778,3087.7290100169103
Thu Sep  9 01:09:10 2021,1,79.24360389685623,259.95648430684,-10.0,28.960744728708725,82.77927221380298,-3.034152199152575,3.014362111249373,-227.94388334052778
